Регион,Период,Срез,Категория,Пол,Значение
Республика Татарстан,2011,по социальному составу,в том числе безработных,m,343
Республика Татарстан,2011,по социальному составу,мигрантов,m,27
Республика Татарстан,2011,по социальному составу,наемных работников,f,625
Республика Татарстан,2011,по социальному составу,служащих,f,220
Республика Татарстан,2011,по социальному составу,работников сельского хозяйства,f,20
Республика Татарстан,2011,по социальному составу,предпринимателей без образования юридического лица,f,63
Республика Татарстан,2011,по социальному составу,работников органов государственной власти,f,49
Республика Татарстан,2011,по социальному составу,учащихся и студентов,f,181
Республика Татарстан,2011,по социальному составу,лиц без постоянных источников доходов,f,1961
Республика Татарстан,2011,по социальному составу,в том числе безработных,f,59
Республика Татарстан,2011,по социальному составу,мигрантов,f,3
Республика Татарстан,2011,по принадлежности к гражданству,граждане России,m,20139
Республика Татарстан,2011,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,265
Республика Татарстан,2011,по принадлежности к гражданству,граждане России,f,3228
Республика Татарстан,2011,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,39
Республика Татарстан,2010,по возрасту,14-15,m,469
Республика Татарстан,2010,по возрасту,16-17,m,895
Республика Татарстан,2010,по возрасту,18-24,m,5696
Республика Татарстан,2010,по возрасту,25-29,m,4242
Республика Татарстан,2010,по возрасту,30-49,m,9386
Республика Татарстан,2010,по возрасту,50 +,m,2169
Республика Татарстан,2010,по возрасту,14-15,f,66
Республика Татарстан,2010,по возрасту,16-17,f,110
Республика Татарстан,2010,по возрасту,18-24,f,743
Республика Татарстан,2010,по возрасту,25-29,f,682
Республика Татарстан,2010,по возрасту,30-49,f,1583
Республика Татарстан,2010,по возрасту,50 +,f,399
Республика Татарстан,2010,по образованию,высшее профессиональное,m,1469
Республика Татарстан,2010,по образованию,среднее профессиональное,m,5710
Республика Татарстан,2010,по образованию,среднее (полное) общее,m,3388
Республика Татарстан,2010,по образованию,начальное и основное общее,m,11996
Республика Татарстан,2010,по образованию,высшее профессиональное,f,323
Республика Татарстан,2010,по образованию,среднее профессиональное,f,1003
Республика Татарстан,2010,по образованию,среднее (полное) общее,f,419
Республика Татарстан,2010,по образованию,начальное и основное общее,f,1770
Республика Татарстан,2010,по социальному составу,наемных работников,m,5205
Республика Татарстан,2010,по социальному составу,служащих,m,728
Республика Татарстан,2010,по социальному составу,работников сельского хозяйства,m,152
Республика Татарстан,2010,по социальному составу,предпринимателей без образования юридического лица,m,250
Республика Татарстан,2010,по социальному составу,работников органов государственной власти,m,111
Республика Татарстан,2010,по социальному составу,учащихся и студентов,m,1544
Республика Татарстан,2010,по социальному составу,лиц без постоянных источников доходов,m,14320
Республика Татарстан,2010,по социальному составу,в том числе безработных,m,305
Республика Татарстан,2010,по социальному составу,мигрантов,m,27
Республика Татарстан,2010,по социальному составу,наемных работников,f,677
Республика Татарстан,2010,по социальному составу,служащих,f,240
Республика Татарстан,2010,по социальному составу,работников сельского хозяйства,f,17
Республика Татарстан,2010,по социальному составу,предпринимателей без образования юридического лица,f,55
Республика Татарстан,2010,по социальному составу,работников органов государственной власти,f,15
Республика Татарстан,2010,по социальному составу,учащихся и студентов,f,197
Республика Татарстан,2010,по социальному составу,лиц без постоянных источников доходов,f,2192
Республика Татарстан,2010,по социальному составу,в том числе безработных,f,40
Республика Татарстан,2010,по социальному составу,мигрантов,f,3
Республика Татарстан,2010,по принадлежности к гражданству,граждане России,m,22662
Республика Татарстан,2010,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,230
Республика Татарстан,2010,по принадлежности к гражданству,граждане России,f,3569
Республика Татарстан,2010,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,17
Республика Тыва,2014,по возрасту,14-15,m,66
Республика Тыва,2014,по возрасту,16-17,m,215
Республика Тыва,2014,по возрасту,18-24,m,960
Республика Тыва,2014,по возрасту,25-29,m,759
Республика Тыва,2014,по возрасту,30-49,m,1372
Республика Тыва,2014,по возрасту,50 +,m,255
Республика Тыва,2014,по возрасту,14-15,f,9
Республика Тыва,2014,по возрасту,16-17,f,15
Республика Тыва,2014,по возрасту,18-24,f,87
Республика Тыва,2014,по возрасту,25-29,f,122
Республика Тыва,2014,по возрасту,30-49,f,335
Республика Тыва,2014,по возрасту,50 +,f,53
Республика Тыва,2014,по образованию,высшее профессиональное,m,122
Республика Тыва,2014,по образованию,среднее профессиональное,m,766
Республика Тыва,2014,по образованию,среднее (полное) общее,m,897
Республика Тыва,2014,по образованию,начальное и основное общее,m,1745
Республика Тыва,2014,по образованию,высшее профессиональное,f,61
Республика Тыва,2014,по образованию,среднее профессиональное,f,210
Республика Тыва,2014,по образованию,среднее (полное) общее,f,74
Республика Тыва,2014,по образованию,начальное и основное общее,f,266
Республика Тыва,2014,по социальному составу,наемных работников,m,421
Республика Тыва,2014,по социальному составу,служащих,m,63
Республика Тыва,2014,по социальному составу,работников сельского хозяйства,m,5
Республика Тыва,2014,по социальному составу,предпринимателей без образования юридического лица,m,28
Республика Тыва,2014,по социальному составу,работников органов государственной власти,m,19
Республика Тыва,2014,по социальному составу,учащихся и студентов,m,305
Республика Тыва,2014,по социальному составу,лиц без постоянных источников доходов,m,2660
Республика Тыва,2014,по социальному составу,в том числе безработных,m,96
Республика Тыва,2014,по социальному составу,мигрантов,m,0
Республика Тыва,2014,по социальному составу,наемных работников,f,87
Республика Тыва,2014,по социальному составу,служащих,f,46
Республика Тыва,2014,по социальному составу,работников сельского хозяйства,f,0
Республика Тыва,2014,по социальному составу,предпринимателей без образования юридического лица,f,8
Республика Тыва,2014,по социальному составу,работников органов государственной власти,f,4
Республика Тыва,2014,по социальному составу,учащихся и студентов,f,21
Республика Тыва,2014,по социальному составу,лиц без постоянных источников доходов,f,427
Республика Тыва,2014,по социальному составу,в том числе безработных,f,16
Республика Тыва,2014,по социальному составу,мигрантов,f,0
Республика Тыва,2014,по принадлежности к гражданству,граждане России,m,3625
Республика Тыва,2014,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,2
Республика Тыва,2014,по принадлежности к гражданству,граждане России,f,621
Республика Тыва,2014,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,0
Республика Тыва,2013,по возрасту,14-15,m,67
Республика Тыва,2013,по возрасту,16-17,m,296
Республика Тыва,2013,по возрасту,18-24,m,1127
Республика Тыва,2013,по возрасту,25-29,m,798
Республика Тыва,2013,по возрасту,30-49,m,1295
Республика Тыва,2013,по возрасту,50 +,m,243
Республика Тыва,2013,по возрасту,14-15,f,7
Республика Тыва,2013,по возрасту,16-17,f,10
Республика Тыва,2013,по возрасту,18-24,f,85
Республика Тыва,2013,по возрасту,25-29,f,80
Республика Тыва,2013,по возрасту,30-49,f,322
Республика Тыва,2013,по возрасту,50 +,f,40
Республика Тыва,2013,по образованию,высшее профессиональное,m,139
Республика Тыва,2013,по образованию,среднее профессиональное,m,671
Республика Тыва,2013,по образованию,среднее (полное) общее,m,999
Республика Тыва,2013,по образованию,начальное и основное общее,m,1910
Республика Тыва,2013,по образованию,высшее профессиональное,f,68
Республика Тыва,2013,по образованию,среднее профессиональное,f,162
Республика Тыва,2013,по образованию,среднее (полное) общее,f,74
Республика Тыва,2013,по образованию,начальное и основное общее,f,224
Республика Тыва,2013,по социальному составу,наемных работников,m,350
Республика Тыва,2013,по социальному составу,служащих,m,76
Республика Тыва,2013,по социальному составу,работников сельского хозяйства,m,2
Республика Тыва,2013,по социальному составу,предпринимателей без образования юридического лица,m,22
Республика Тыва,2013,по социальному составу,работников органов государственной власти,m,18
Республика Тыва,2013,по социальному составу,учащихся и студентов,m,292
Республика Тыва,2013,по социальному составу,лиц без постоянных источников доходов,m,2919
Республика Тыва,2013,по социальному составу,в том числе безработных,m,145
Республика Тыва,2013,по социальному составу,мигрантов,m,0
Республика Тыва,2013,по социальному составу,наемных работников,f,52
Республика Тыва,2013,по социальному составу,служащих,f,45
Республика Тыва,2013,по социальному составу,работников сельского хозяйства,f,1
Республика Тыва,2013,по социальному составу,предпринимателей без образования юридического лица,f,6
Республика Тыва,2013,по социальному составу,работников органов государственной власти,f,6
Республика Тыва,2013,по социальному составу,учащихся и студентов,f,23
Республика Тыва,2013,по социальному составу,лиц без постоянных источников доходов,f,385
Республика Тыва,2013,по социальному составу,в том числе безработных,f,10
Республика Тыва,2013,по социальному составу,мигрантов,f,0
Республика Тыва,2013,по принадлежности к гражданству,граждане России,m,3822
Республика Тыва,2013,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,4
Республика Тыва,2013,по принадлежности к гражданству,граждане России,f,544
Республика Тыва,2013,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,0
Республика Тыва,2012,по возрасту,14-15,m,38
Республика Тыва,2012,по возрасту,16-17,m,269
Республика Тыва,2012,по возрасту,18-24,m,1056
Республика Тыва,2012,по возрасту,25-29,m,713
Республика Тыва,2012,по возрасту,30-49,m,1244
Республика Тыва,2012,по возрасту,50 +,m,222
Республика Тыва,2012,по возрасту,14-15,f,3
Республика Тыва,2012,по возрасту,16-17,f,16
Республика Тыва,2012,по возрасту,18-24,f,77
Республика Тыва,2012,по возрасту,25-29,f,95
Республика Тыва,2012,по возрасту,30-49,f,319
Республика Тыва,2012,по возрасту,50 +,f,53
Республика Тыва,2012,по образованию,высшее профессиональное,m,97
Республика Тыва,2012,по образованию,среднее профессиональное,m,536
Республика Тыва,2012,по образованию,среднее (полное) общее,m,945
Республика Тыва,2012,по образованию,начальное и основное общее,m,1847
Республика Тыва,2012,по образованию,высшее профессиональное,f,69
Республика Тыва,2012,по образованию,среднее профессиональное,f,123
Республика Тыва,2012,по образованию,среднее (полное) общее,f,95
Республика Тыва,2012,по образованию,начальное и основное общее,f,255
Республика Тыва,2012,по социальному составу,наемных работников,m,298
Республика Тыва,2012,по социальному составу,служащих,m,74
Республика Тыва,2012,по социальному составу,работников сельского хозяйства,m,2
Республика Тыва,2012,по социальному составу,предпринимателей без образования юридического лица,m,12
Республика Тыва,2012,по социальному составу,работников органов государственной власти,m,4
Республика Тыва,2012,по социальному составу,учащихся и студентов,m,248
Республика Тыва,2012,по социальному составу,лиц без постоянных источников доходов,m,2753
Республика Тыва,2012,по социальному составу,в том числе безработных,m,269
Республика Тыва,2012,по социальному составу,мигрантов,m,0
Республика Тыва,2012,по социальному составу,наемных работников,f,50
Республика Тыва,2012,по социальному составу,служащих,f,60
Республика Тыва,2012,по социальному составу,работников сельского хозяйства,f,0
Республика Тыва,2012,по социальному составу,предпринимателей без образования юридического лица,f,8
Республика Тыва,2012,по социальному составу,работников органов государственной власти,f,2
Республика Тыва,2012,по социальному составу,учащихся и студентов,f,14
Республика Тыва,2012,по социальному составу,лиц без постоянных источников доходов,f,393
Республика Тыва,2012,по социальному составу,в том числе безработных,f,37
Республика Тыва,2012,по социальному составу,мигрантов,f,0
Республика Тыва,2012,по принадлежности к гражданству,граждане России,m,3538
Республика Тыва,2012,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,4
Республика Тыва,2012,по принадлежности к гражданству,граждане России,f,563
Республика Тыва,2012,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,0
Республика Тыва,2011,по возрасту,14-15,m,87
Республика Тыва,2011,по возрасту,16-17,m,271
Республика Тыва,2011,по возрасту,18-24,m,1056
Республика Тыва,2011,по возрасту,25-29,m,680
Республика Тыва,2011,по возрасту,30-49,m,1270
Республика Тыва,2011,по возрасту,50 +,m,187
Республика Тыва,2011,по возрасту,14-15,f,5
Республика Тыва,2011,по возрасту,16-17,f,5
Республика Тыва,2011,по возрасту,18-24,f,87
Республика Тыва,2011,по возрасту,25-29,f,91
Республика Тыва,2011,по возрасту,30-49,f,306
Республика Тыва,2011,по возрасту,50 +,f,52
Республика Тыва,2011,по образованию,высшее профессиональное,m,85
Республика Тыва,2011,по образованию,среднее профессиональное,m,518
Республика Тыва,2011,по образованию,среднее (полное) общее,m,1020
Республика Тыва,2011,по образованию,начальное и основное общее,m,1815
Республика Тыва,2011,по образованию,высшее профессиональное,f,55
Республика Тыва,2011,по образованию,среднее профессиональное,f,124
Республика Тыва,2011,по образованию,среднее (полное) общее,f,87
Республика Тыва,2011,по образованию,начальное и основное общее,f,272
Республика Тыва,2011,по социальному составу,наемных работников,m,284
Республика Тыва,2011,по социальному составу,служащих,m,81
Республика Тыва,2011,по социальному составу,работников сельского хозяйства,m,2
Республика Тыва,2011,по социальному составу,предпринимателей без образования юридического лица,m,15
Республика Тыва,2011,по социальному составу,работников органов государственной власти,m,0
Республика Тыва,2011,по социальному составу,учащихся и студентов,m,267
Республика Тыва,2011,по социальному составу,лиц без постоянных источников доходов,m,2719
Республика Тыва,2011,по социальному составу,в том числе безработных,m,192
Республика Тыва,2011,по социальному составу,мигрантов,m,0
Республика Тыва,2011,по социальному составу,наемных работников,f,43
Республика Тыва,2011,по социальному составу,служащих,f,47
Республика Тыва,2011,по социальному составу,работников сельского хозяйства,f,1
Республика Тыва,2011,по социальному составу,предпринимателей без образования юридического лица,f,4
Республика Тыва,2011,по социальному составу,работников органов государственной власти,f,3
Республика Тыва,2011,по социальному составу,учащихся и студентов,f,14
Республика Тыва,2011,по социальному составу,лиц без постоянных источников доходов,f,402
Республика Тыва,2011,по социальному составу,в том числе безработных,f,29
Республика Тыва,2011,по социальному составу,мигрантов,f,0
Республика Тыва,2011,по принадлежности к гражданству,граждане России,m,3545
Республика Тыва,2011,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,6
Республика Тыва,2011,по принадлежности к гражданству,граждане России,f,546
Республика Тыва,2011,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,0
Республика Тыва,2010,по возрасту,14-15,m,109
Республика Тыва,2010,по возрасту,16-17,m,320
Республика Тыва,2010,по возрасту,18-24,m,1083
Республика Тыва,2010,по возрасту,25-29,m,665
Республика Тыва,2010,по возрасту,30-49,m,1234
Республика Тыва,2010,по возрасту,50 +,m,213
Республика Тыва,2010,по возрасту,14-15,f,4
Республика Тыва,2010,по возрасту,16-17,f,9
Республика Тыва,2010,по возрасту,18-24,f,101
Республика Тыва,2010,по возрасту,25-29,f,118
Республика Тыва,2010,по возрасту,30-49,f,364
Республика Тыва,2010,по возрасту,50 +,f,69
Республика Тыва,2010,по образованию,высшее профессиональное,m,127
Республика Тыва,2010,по образованию,среднее профессиональное,m,506
Республика Тыва,2010,по образованию,среднее (полное) общее,m,1028
Республика Тыва,2010,по образованию,начальное и основное общее,m,1851
Республика Тыва,2010,по образованию,высшее профессиональное,f,90
Республика Тыва,2010,по образованию,среднее профессиональное,f,169
Республика Тыва,2010,по образованию,среднее (полное) общее,f,106
Республика Тыва,2010,по образованию,начальное и основное общее,f,274
Республика Тыва,2010,по социальному составу,наемных работников,m,281
Республика Тыва,2010,по социальному составу,служащих,m,98
Республика Тыва,2010,по социальному составу,работников сельского хозяйства,m,0
Республика Тыва,2010,по социальному составу,предпринимателей без образования юридического лица,m,22
Республика Тыва,2010,по социальному составу,работников органов государственной власти,m,4
Республика Тыва,2010,по социальному составу,учащихся и студентов,m,433
Республика Тыва,2010,по социальному составу,лиц без постоянных источников доходов,m,2698
Республика Тыва,2010,по социальному составу,в том числе безработных,m,74
Республика Тыва,2010,по социальному составу,мигрантов,m,0
Республика Тыва,2010,по социальному составу,наемных работников,f,63
Республика Тыва,2010,по социальному составу,служащих,f,68
Республика Тыва,2010,по социальному составу,работников сельского хозяйства,f,0
Республика Тыва,2010,по социальному составу,предпринимателей без образования юридического лица,f,5
Республика Тыва,2010,по социальному составу,работников органов государственной власти,f,3
Республика Тыва,2010,по социальному составу,учащихся и студентов,f,16
Республика Тыва,2010,по социальному составу,лиц без постоянных источников доходов,f,472
Республика Тыва,2010,по социальному составу,в том числе безработных,f,15
Республика Тыва,2010,по социальному составу,мигрантов,f,0
Республика Тыва,2010,по принадлежности к гражданству,граждане России,m,3619
Республика Тыва,2010,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,5
Республика Тыва,2010,по принадлежности к гражданству,граждане России,f,664
Республика Тыва,2010,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,1
Удмуртская Республика ,2014,по возрасту,14-15,m,242
Удмуртская Республика ,2014,по возрасту,16-17,m,482
Удмуртская Республика ,2014,по возрасту,18-24,m,2479
Удмуртская Республика ,2014,по возрасту,25-29,m,1967
Удмуртская Республика ,2014,по возрасту,30-49,m,5061
Удмуртская Республика ,2014,по возрасту,50 +,m,1204
Удмуртская Республика ,2014,по возрасту,14-15,f,38
Удмуртская Республика ,2014,по возрасту,16-17,f,38
Удмуртская Республика ,2014,по возрасту,18-24,f,360
Удмуртская Республика ,2014,по возрасту,25-29,f,351
Удмуртская Республика ,2014,по возрасту,30-49,f,1025
Удмуртская Республика ,2014,по возрасту,50 +,f,227
Удмуртская Республика ,2014,по образованию,высшее профессиональное,m,490
Удмуртская Республика ,2014,по образованию,среднее профессиональное,m,3110
Удмуртская Республика ,2014,по образованию,среднее (полное) общее,m,3107
Удмуртская Республика ,2014,по образованию,начальное и основное общее,m,4340
Удмуртская Республика ,2014,по образованию,высшее профессиональное,f,144
Удмуртская Республика ,2014,по образованию,среднее профессиональное,f,599
Удмуртская Республика ,2014,по образованию,среднее (полное) общее,f,489
Удмуртская Республика ,2014,по образованию,начальное и основное общее,f,745
Удмуртская Республика ,2014,по социальному составу,наемных работников,m,3024
Удмуртская Республика ,2014,по социальному составу,служащих,m,132
Удмуртская Республика ,2014,по социальному составу,работников сельского хозяйства,m,135
Удмуртская Республика ,2014,по социальному составу,предпринимателей без образования юридического лица,m,134
Удмуртская Республика ,2014,по социальному составу,работников органов государственной власти,m,34
Удмуртская Республика ,2014,по социальному составу,учащихся и студентов,m,755
Удмуртская Республика ,2014,по социальному составу,лиц без постоянных источников доходов,m,6962
Удмуртская Республика ,2014,по социальному составу,в том числе безработных,m,73
Удмуртская Республика ,2014,по социальному составу,мигрантов,m,17
Удмуртская Республика ,2014,по социальному составу,наемных работников,f,493
Удмуртская Республика ,2014,по социальному составу,служащих,f,54
Удмуртская Республика ,2014,по социальному составу,работников сельского хозяйства,f,19
Удмуртская Республика ,2014,по социальному составу,предпринимателей без образования юридического лица,f,21
Удмуртская Республика ,2014,по социальному составу,работников органов государственной власти,f,0
Удмуртская Республика ,2014,по социальному составу,учащихся и студентов,f,95
Удмуртская Республика ,2014,по социальному составу,лиц без постоянных источников доходов,f,1251
Удмуртская Республика ,2014,по социальному составу,в том числе безработных,f,19
Удмуртская Республика ,2014,по социальному составу,мигрантов,f,0
Удмуртская Республика ,2014,по принадлежности к гражданству,граждане России,m,11342
Удмуртская Республика ,2014,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,93
Удмуртская Республика ,2014,по принадлежности к гражданству,граждане России,f,2033
Удмуртская Республика ,2014,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,6
Удмуртская Республика ,2013,по возрасту,14-15,m,220
Удмуртская Республика ,2013,по возрасту,16-17,m,508
Удмуртская Республика ,2013,по возрасту,18-24,m,2774
Удмуртская Республика ,2013,по возрасту,25-29,m,2108
Удмуртская Республика ,2013,по возрасту,30-49,m,4988
Удмуртская Республика ,2013,по возрасту,50 +,m,1180
Удмуртская Республика ,2013,по возрасту,14-15,f,38
Удмуртская Республика ,2013,по возрасту,16-17,f,48
Удмуртская Республика ,2013,по возрасту,18-24,f,387
Удмуртская Республика ,2013,по возрасту,25-29,f,313
Удмуртская Республика ,2013,по возрасту,30-49,f,1039
Удмуртская Республика ,2013,по возрасту,50 +,f,192
Удмуртская Республика ,2013,по образованию,высшее профессиональное,m,559
Удмуртская Республика ,2013,по образованию,среднее профессиональное,m,3088
Удмуртская Республика ,2013,по образованию,среднее (полное) общее,m,3269
Удмуртская Республика ,2013,по образованию,начальное и основное общее,m,4490
Удмуртская Республика ,2013,по образованию,высшее профессиональное,f,159
Удмуртская Республика ,2013,по образованию,среднее профессиональное,f,545
Удмуртская Республика ,2013,по образованию,среднее (полное) общее,f,488
Удмуртская Республика ,2013,по образованию,начальное и основное общее,f,746
Удмуртская Республика ,2013,по социальному составу,наемных работников,m,3340
Удмуртская Республика ,2013,по социальному составу,служащих,m,175
Удмуртская Республика ,2013,по социальному составу,работников сельского хозяйства,m,170
Удмуртская Республика ,2013,по социальному составу,предпринимателей без образования юридического лица,m,152
Удмуртская Республика ,2013,по социальному составу,работников органов государственной власти,m,40
Удмуртская Республика ,2013,по социальному составу,учащихся и студентов,m,784
Удмуртская Республика ,2013,по социальному составу,лиц без постоянных источников доходов,m,6919
Удмуртская Республика ,2013,по социальному составу,в том числе безработных,m,102
Удмуртская Республика ,2013,по социальному составу,мигрантов,m,17
Удмуртская Республика ,2013,по социальному составу,наемных работников,f,521
Удмуртская Республика ,2013,по социальному составу,служащих,f,71
Удмуртская Республика ,2013,по социальному составу,работников сельского хозяйства,f,16
Удмуртская Республика ,2013,по социальному составу,предпринимателей без образования юридического лица,f,25
Удмуртская Республика ,2013,по социальному составу,работников органов государственной власти,f,8
Удмуртская Республика ,2013,по социальному составу,учащихся и студентов,f,103
Удмуртская Республика ,2013,по социальному составу,лиц без постоянных источников доходов,f,1190
Удмуртская Республика ,2013,по социальному составу,в том числе безработных,f,13
Удмуртская Республика ,2013,по социальному составу,мигрантов,f,0
Удмуртская Республика ,2013,по принадлежности к гражданству,граждане России,m,11686
Удмуртская Республика ,2013,по принадлежности к гражданству,граждане других государств или лица без гражданства,m,92
Удмуртская Республика ,2013,по принадлежности к гражданству,граждане России,f,2015
Удмуртская Республика ,2013,по принадлежности к гражданству,граждане других государств или лица без гражданства,f,2
Удмуртская Республика ,2012,по возрасту,14-15,m,302
Удмуртская Республика ,2012,по возрасту,16-17,m,454
Удмуртская Республика ,2012,по возрасту,18-24,m,2938
Удмуртская Республика ,2012,по возрасту,25-29,m,2129
Удмуртская Республика ,2012,по возрасту,30-49,m,4869
Удмуртская Республика ,2012,по возрасту,50 +,m,1032
Удмуртская Республика ,2012,по возрасту,14-15,f,37
Удмуртская Республика ,2012,по возрасту,16-17,f,59
Удмуртская Республика ,2012,по возрасту,18-24,f,400
Удмуртская Республика ,2012,по возрасту,25-29,f,371
Удмуртская Республика ,2012,по возрасту,30-49,f,894
Удмуртская Республика ,2012,по возрасту,50 +,f,182
Удмуртская Республика ,2012,по образованию,высшее профессиональное,m,500
Удмуртская Республика ,2012,по образованию,среднее профессиональное,m,3055
Удмуртская Республика ,2012,по образованию,среднее (полное) общее,m,3418
Удмуртская Республика ,2012,по образованию,начальное и основное общее,m,4354
Удмуртская Республика ,2012,по образованию,высшее профессиональное,f,110
Удмуртская Республика ,2012,по образованию,среднее профессиональное,f,543
Удмуртская Республика ,2012,по образованию,среднее (полное) общее,f,519
Удмуртская Республика ,2012,по образованию,начальное и основное общее,f,699
Удмуртская Республика ,2012,по социальному составу,наемных работников,m,3098
Удмуртская Республика ,2012,по социальному составу,служащих,m,188
Удмуртская Республика ,2012,по социальному составу,работников сельского хозяйства,m,142
Удмуртская Республика ,2012,по социальному составу,предпринимателей без образования юридического лица,m,149
Удмуртская Республика ,2012,по социальному составу,работников органов государственной власти,m,50
